# ptxas pseudo-instruction macro-builtin catalog (CUDA 13.0.88)
# Registrar: sub_5D4190. 588 entries = 115 NAMED (human-named pseudo-ops, dict a1+808)
#   + 473 NUMERIC (key = adler32(__cuda_* macro name), dict a1+816).
# expansion_summary recovered from the decoded PTX macro pool
#   (decoded/ptxas-ptx-macro-pool/ptxas_ptx_macro_pool.decoded.bin): each numeric
#   template uses registers prefixed __ptxMacroFuncsFermi_<name>_ with a __skip_<name>: end label;
#   named templates are anchored by a $..._cuda_<op>_DONE label. arch=(code) for NAMED ops
#   whose entry-point lowering lives in the handler fn (expansion still pool-templated by op name).
# columns: kind  key(dec)  hex  handler_fn  cuda_name  family  arch  expansion_summary
kind	key	hex	handler_fn	cuda_name	family	arch	expansion_summary
NUM	3140424264	0xBB2F1248	sub_553BB0	__cuda_sm7x_wmma_m32n8k16_load_a_row_global_desc	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	4198894970	0xFA460D7A	sub_539C80	__cuda_sm7x_wmma_m32n8k16_load_a_row	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1134169976	0x439A0F78	sub_5588F0	__cuda_sm7x_wmma_m32n8k16_load_a_row_desc	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1059984638	0x3F2E14FE	sub_4FFCB0	__cuda_sm7x_wmma_m16n16k16_load_a_col_shared_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1052775672	0x3EC014F8	sub_4E2C10	__cuda_sm7x_wmma_m16n16k16_load_a_col_global_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	3046838824	0xB59B1228	sub_4E2F50	__cuda_sm7x_wmma_m16n16k16_load_a_col_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	816714957	0x30AE14CD	sub_500080	__cuda_sm7x_wmma_m32n8k16_load_a_col_shared_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	2826047991	0xA87211F7	sub_4E3290	__cuda_sm7x_wmma_m32n8k16_load_a_col_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	809505991	0x304014C7	sub_4E35D0	__cuda_sm7x_wmma_m32n8k16_load_a_col_global_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	1870467175	0x6F7D1067	sub_56F420	__cuda_sm7x_wmma_m16n16k16_load_a_col_shared	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	86707601	0x052B0D91	sub_52F2C0	__cuda_sm7x_wmma_m16n16k16_load_a_col	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1323503503	0x4EE30F8F	sub_554890	__cuda_sm7x_wmma_m16n16k16_load_a_col_desc	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1867583585	0x6F511061	sub_52ECB0	__cuda_sm7x_wmma_m16n16k16_load_a_col_global	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3340309087	0xC719125F	sub_554220	__cuda_sm7x_wmma_m16n16k16_load_a_col_global_desc	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1662521398	0x63181036	sub_56FB60	__cuda_sm7x_wmma_m32n8k16_load_a_col_shared	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1313738528	0x4E4E0F20	sub_513220	__cuda_sm8x_wmma_m16n16k16_load_a_col_bf16	wmma-fp16	sm8x	load_a: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2717978910	0xA201111E	sub_5206D0	__cuda_sm8x_wmma_m16n16k16_load_a_col_desc_bf16	wmma-fp16	sm8x	load_a: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3331002864	0xC68B11F0	sub_513690	__cuda_sm8x_wmma_m16n16k16_load_a_col_global_bf16	wmma-fp16	sm8x	load_a: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	677188590	0x285D13EE	sub_51FD30	__cuda_sm8x_wmma_m16n16k16_load_a_col_global_desc_bf16	wmma-fp16	sm8x	load_a: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3335852534	0xC6D511F6	sub_52AB10	__cuda_sm8x_wmma_m16n16k16_load_a_col_shared_bf16	wmma-fp16	sm8x	load_a: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1659637808	0x62EC1030	sub_5415C0	__cuda_sm7x_wmma_m32n8k16_load_a_col_global	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3116306990	0xB9BF122E	sub_55D630	__cuda_sm7x_wmma_m32n8k16_load_a_col_global_desc	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	4195224928	0xFA0E0D60	sub_541BD0	__cuda_sm7x_wmma_m32n8k16_load_a_col	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1121980254	0x42E00F5E	sub_55E310	__cuda_sm7x_wmma_m32n8k16_load_a_col_desc	wmma-fp16	sm7x	load_a: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2889945594	0xAC4111FA	sub_5286A0	__cuda_sm70_wmma_m16n16k16_load_a_row_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2867532256	0xAAEB11E0	sub_52BAD0	__cuda_sm70_wmma_m16n16k16_load_a_col_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2673873353	0x9F6011C9	sub_527C80	__cuda_sm70_wmma_m32n8k16_load_a_row_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2651460015	0x9E0A11AF	sub_529100	__cuda_sm70_wmma_m32n8k16_load_a_col_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2678854089	0x9FAC11C9	sub_5223D0	__cuda_sm70_wmma_m8n32k16_load_a_row_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	2656440751	0x9E5611AF	sub_521A10	__cuda_sm70_wmma_m8n32k16_load_a_col_update_ptr	wmma-fp16	sm70	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	4003207167	0xEE9C17FF	sub_501750	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row_shared_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1343296809	0x50111529	sub_4E3910	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3995998201	0xEE2E17F9	sub_4E3C50	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row_global_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	3711244238	0xDD3517CE	sub_501F10	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row_shared_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1073812728	0x400114F8	sub_4E4FD0	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3704035272	0xDCC717C8	sub_4E5310	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row_global_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	3716224974	0xDD8117CE	sub_501B30	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row_shared_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1078793464	0x404D14F8	sub_4E5650	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3709016008	0xDD1317C8	sub_4E5990	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row_global_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	4259320680	0xFDE01368	sub_501370	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row_shared	wmma-int8	sm72	load_a: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	2122780818	0x7E871092	sub_4F8E80	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row	wmma-int8	sm72	load_a: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3611562640	0xD7441290	sub_5052E0	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	4256437090	0xFDB41362	sub_4F9220	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row_global	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1687164256	0x64901560	sub_5056F0	__cuda_sm72_Integer_wmma_m16n16k16_load_a_row_global_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	4002681655	0xEE941337	sub_52B050	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row_shared	wmma-int8	sm72	load_a: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3999798065	0xEE681331	sub_50C760	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row_global	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1414468911	0x544F152F	sub_51E050	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row_global_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1888620641	0x70921061	sub_50C2F0	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row	wmma-int8	sm72	load_a: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3361346143	0xC85A125F	sub_51EEC0	__cuda_sm72_Integer_wmma_m32n8k16_load_a_row_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	4007662391	0xEEE01337	sub_4F0CB0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row_shared	wmma-int8	sm72	load_a: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1893601377	0x70DE1061	sub_4E5CD0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row	wmma-int8	sm72	load_a: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3366326879	0xC8A6125F	sub_4FA0A0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	4004778801	0xEEB41331	sub_4E6010	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row_global	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1419449647	0x549B152F	sub_4F83A0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_row_global_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3968866277	0xEC9017E5	sub_4E6350	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col_shared_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1320883471	0x4EBB150F	sub_4E6690	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3961657311	0xEC2217DF	sub_4E69D0	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col_global_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	3676903348	0xDB2917B4	sub_4E6D10	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col_shared_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1051399390	0x3EAB14DE	sub_4E7050	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3669694382	0xDABB17AE	sub_4E7390	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col_global_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	3681884084	0xDB7517B4	sub_4E76D0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col_shared_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1056380126	0x3EF714DE	sub_4E7A10	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	3674675118	0xDB0717AE	sub_4E7D50	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col_global_update_ptr	wmma-int8	sm72	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	4243723086	0xFCF2134E	sub_4F78C0	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col_shared	wmma-int8	sm72	load_a: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	2119110776	0x7E4F1078	sub_4F7C60	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col	wmma-int8	sm72	load_a: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3599372918	0xD68A1276	sub_504ED0	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	4240839496	0xFCC61348	sub_4F8000	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col_global	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1663046982	0x63201546	sub_505F30	__cuda_sm72_Integer_wmma_m16n16k16_load_a_col_global_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3987084061	0xEDA6131D	sub_515E80	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col_shared	wmma-int8	sm72	load_a: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3984200471	0xED7A1317	sub_513B00	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col_global	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1390351637	0x52DF1515	sub_520200	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col_global_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1884950599	0x705A1047	sub_513F70	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col	wmma-int8	sm72	load_a: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3349156421	0xC7A01245	sub_51F860	__cuda_sm72_Integer_wmma_m32n8k16_load_a_col_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3992064797	0xEDF2131D	sub_4E4950	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col_shared	wmma-int8	sm72	load_a: laneid->elem gather, ld.shared.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1889931335	0x70A61047	sub_4E4C90	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col	wmma-int8	sm72	load_a: laneid->elem gather, ld.generic.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3354137157	0xC7EC1245	sub_4F6DE0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.desc.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	3989181207	0xEDC61317	sub_4E42D0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col_global	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1395332373	0x532B1515	sub_4F8AE0	__cuda_sm72_Integer_wmma_m8n32k16_load_a_col_global_desc	wmma-int8	sm72	load_a: laneid->elem gather, ld.global.b32 series (int8(4 packed/b32)); store_d/load call *_update_ptr for base
NUM	1537545665	0x5BA515C1	sub_4E4610	__cuda_sm8x_double_fp_wmma_m8n8k4_load_a_row_update_ptr	wmma-fp64	sm8x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	1515132327	0x5A4F15A7	sub_4E3F90	__cuda_sm8x_double_fp_wmma_m8n8k4_load_a_col_update_ptr	wmma-fp64	sm8x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	453121116	0x1B02145C	sub_4DC440	__cuda_sm8x_double_fp_wmma_m8n8k4_load_ab_row_global	wmma-fp64	sm8x	load_a: laneid->elem gather, ld.global.b32 series (f64); store_d/load call *_update_ptr for base
NUM	437523522	0x1A141442	sub_4DC720	__cuda_sm8x_double_fp_wmma_m8n8k4_load_ab_col_global	wmma-fp64	sm8x	load_a: laneid->elem gather, ld.global.b32 series (f64); store_d/load call *_update_ptr for base
NUM	456004706	0x1B2E1462	sub_4DCA00	__cuda_sm8x_double_fp_wmma_m8n8k4_load_ab_row_shared	wmma-fp64	sm8x	load_a: laneid->elem gather, ld.shared.b32 series (f64); store_d/load call *_update_ptr for base
NUM	440407112	0x1A401448	sub_4DCCE0	__cuda_sm8x_double_fp_wmma_m8n8k4_load_ab_col_shared	wmma-fp64	sm8x	load_a: laneid->elem gather, ld.shared.b32 series (f64); store_d/load call *_update_ptr for base
NUM	2498761100	0x94F0118C	sub_4DCFC0	__cuda_sm8x_double_fp_wmma_m8n8k4_load_ab_row	wmma-fp64	sm8x	load_a: laneid->elem gather, ld.generic.b32 series (f64); store_d/load call *_update_ptr for base
NUM	2495091058	0x94B81172	sub_4DD2A0	__cuda_sm8x_double_fp_wmma_m8n8k4_load_ab_col	wmma-fp64	sm8x	load_a: laneid->elem gather, ld.generic.b32 series (f64); store_d/load call *_update_ptr for base
NUM	1034555164	0x3DAA0F1C	sub_50E240	__cuda_sm8x_tf32_wmma_m16n16k8_load_b_row	wmma-tf32	sm8x	load_b: laneid->elem gather, ld.generic.b32 series (tf32(b32)); store_d/load call *_update_ptr for base
NUM	2999521778	0xB2C911F2	sub_50E6B0	__cuda_sm8x_tf32_wmma_m16n16k8_load_b_row_shared	wmma-tf32	sm8x	load_b: laneid->elem gather, ld.shared.b32 series (tf32(b32)); store_d/load call *_update_ptr for base
NUM	2996638188	0xB29D11EC	sub_50EB20	__cuda_sm8x_tf32_wmma_m16n16k8_load_b_row_global	wmma-tf32	sm8x	load_b: laneid->elem gather, ld.global.b32 series (tf32(b32)); store_d/load call *_update_ptr for base
NUM	1030885122	0x3D720F02	sub_510EA0	__cuda_sm8x_tf32_wmma_m16n16k8_load_b_col	wmma-tf32	sm8x	load_b: laneid->elem gather, ld.generic.b32 series (tf32(b32)); store_d/load call *_update_ptr for base
NUM	2983924184	0xB1DB11D8	sub_511310	__cuda_sm8x_tf32_wmma_m16n16k8_load_b_col_shared	wmma-tf32	sm8x	load_b: laneid->elem gather, ld.shared.b32 series (tf32(b32)); store_d/load call *_update_ptr for base
NUM	2981040594	0xB1AF11D2	sub_511780	__cuda_sm8x_tf32_wmma_m16n16k8_load_b_col_global	wmma-tf32	sm8x	load_b: laneid->elem gather, ld.global.b32 series (tf32(b32)); store_d/load call *_update_ptr for base
NUM	1095832857	0x41511519	sub_4FF8E0	__cuda_sm7x_wmma_m16n16k16_load_b_row_shared_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	1088623891	0x40E31513	sub_4DEE50	__cuda_sm7x_wmma_m16n16k16_load_b_row_global_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	3070300739	0xB7011243	sub_4DF190	__cuda_sm7x_wmma_m16n16k16_load_b_row_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	852563176	0x32D114E8	sub_500450	__cuda_sm7x_wmma_m32n8k16_load_b_row_shared_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced shared ptr (no ld/st)
NUM	2849509906	0xA9D81212	sub_4DF4D0	__cuda_sm7x_wmma_m32n8k16_load_b_row_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced generic ptr (no ld/st)
NUM	845354210	0x326314E2	sub_4E8090	__cuda_sm7x_wmma_m32n8k16_load_b_row_global_update_ptr	wmma-fp16	sm7x	address-gen only: laneid->element offset math, returns advanced global ptr (no ld/st)
NUM	1886851202	0x70771082	sub_56AC80	__cuda_sm7x_wmma_m16n16k16_load_b_row_shared	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	90705324	0x05680DAC	sub_53F770	__cuda_sm7x_wmma_m16n16k16_load_b_row	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1336348586	0x4FA70FAA	sub_55F660	__cuda_sm7x_wmma_m16n16k16_load_b_row_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1883967612	0x704B107C	sub_53FD80	__cuda_sm7x_wmma_m16n16k16_load_b_row_global	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3365540474	0xC89A127A	sub_555570	__cuda_sm7x_wmma_m16n16k16_load_b_row_global_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3361083921	0xC8561211	sub_51AB80	__cuda_sm8x_wmma_m16n16k16_load_b_row_shared_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1326583611	0x4F120F3B	sub_50D960	__cuda_sm8x_wmma_m16n16k16_load_b_row_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	2739671353	0xA34C1139	sub_51D6B0	__cuda_sm8x_wmma_m16n16k16_load_b_row_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3356234251	0xC80C120B	sub_50DDD0	__cuda_sm8x_wmma_m16n16k16_load_b_row_global_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	711267337	0x2A651409	sub_51DB80	__cuda_sm8x_wmma_m16n16k16_load_b_row_global_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1678905425	0x64121051	sub_569ED0	__cuda_sm7x_wmma_m32n8k16_load_b_row_shared	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1676021835	0x63E6104B	sub_538A50	__cuda_sm7x_wmma_m32n8k16_load_b_row_global	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3141538377	0xBB401249	sub_557C10	__cuda_sm7x_wmma_m32n8k16_load_b_row_global_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	4199222651	0xFA4B0D7B	sub_5365F0	__cuda_sm7x_wmma_m32n8k16_load_b_row	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1134825337	0x43A40F79	sub_5575A0	__cuda_sm7x_wmma_m32n8k16_load_b_row_desc	wmma-fp16	sm7x	load_b: laneid->elem gather, ld.desc.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3137016288	0xBAFB11E0	sub_4F8740	__cuda_sm8x_wmma_m32n8k16_load_b_row_shared_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.shared.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	3132166618	0xBAB111DA	sub_4F7180	__cuda_sm8x_wmma_m32n8k16_load_b_row_global_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	471143384	0x1C1513D8	sub_5046B0	__cuda_sm8x_wmma_m32n8k16_load_b_row_global_desc_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.global.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
NUM	1124994826	0x430E0F0A	sub_4F7520	__cuda_sm8x_wmma_m32n8k16_load_b_row_bf16	wmma-fp16	sm8x	load_b: laneid->elem gather, ld.generic.b32 series (fp16(b32=2xf16)); store_d/load call *_update_ptr for base
