kind	key	hex	handler	name
NUM	73667524	0x046413C4	sub_4E9A90	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_shared
NUM	70783934	0x043813BE	sub_4E9DD0	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_global
NUM	1825641916	0x6CD115BC	sub_4F2560	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_global_desc
NUM	2188906734	0x827810EE	sub_4EA110	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col
NUM	3707835116	0xDD0112EC	sub_4F21C0	__cuda_sm7x_sub_byte_wmma_m8n8k32_load_b_col_desc
NUM	2361988723	0x8CC91673	sub_4EA450	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_shared_update_ptr
NUM	2354779757	0x8C5B166D	sub_4EA790	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_global_update_ptr
NUM	4177728413	0xF903139D	sub_4EAAD0	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_update_ptr
NUM	2903577052	0xAD1111DC	sub_4EAE10	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_shared
NUM	201659348	0x0C0513D4	sub_4F1E20	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_global_desc
NUM	2900693462	0xACE511D6	sub_4EB150	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_global
NUM	2307723524	0x898D1104	sub_4F5480	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col_desc
NUM	948702982	0x388C0F06	sub_4EB490	__cuda_sm7x_bit_wmma_m8n8k128_load_b_col
NUM	2868580833	0xAAFB11E1	sub_528BD0	__cuda_sm70_wmma_m16n16k16_load_b_col_update_ptr
NUM	2890994171	0xAC5111FB	sub_52D040	__cuda_sm70_wmma_m16n16k16_load_b_row_update_ptr
NUM	2652508592	0x9E1A11B0	sub_521EF0	__cuda_sm70_wmma_m32n8k16_load_b_col_update_ptr
NUM	2674921930	0x9F7011CA	sub_525470	__cuda_sm70_wmma_m32n8k16_load_b_row_update_ptr
NUM	2657489328	0x9E6611B0	sub_528190	__cuda_sm70_wmma_m8n32k16_load_b_col_update_ptr
NUM	2679902666	0x9FBC11CA	sub_529B60	__cuda_sm70_wmma_m8n32k16_load_b_row_update_ptr
NUM	1516180904	0x5A5F15A8	sub_4EBE50	__cuda_sm8x_double_fp_wmma_m8n8k4_load_b_col_update_ptr
NUM	1538594242	0x5BB515C2	sub_4EC190	__cuda_sm8x_double_fp_wmma_m8n8k4_load_b_row_update_ptr
NUM	3061191149	0xB67611ED	sub_52A090	__cuda_sm70_wmma_m16n16k16_acc_f16_row_update_ptr
NUM	3243250227	0xC1501233	sub_4EC4D0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_update_ptr
NUM	3020952069	0xB4101205	sub_4EC810	__cuda_sm8x_wmma_m16n16k8_acc_f32_row_update_ptr
NUM	3019248130	0xB3F61202	sub_4ECB50	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_update_ptr
NUM	434050149	0x19DF1465	sub_4ECE90	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_update_ptr
NUM	3231978109	0xC0A4127D	sub_4ED1D0	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_update_ptr
NUM	303240176	0x121313F0	sub_4ED510	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_update_ptr
NUM	43389887	0x029613BF	sub_4ED850	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_update_ptr
NUM	48370623	0x02E213BF	sub_4EDB90	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_update_ptr
NUM	275189148	0x10670D9C	sub_540FB0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row
NUM	1515589530	0x5A560F9A	sub_55DCA0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_desc
NUM	2061111404	0x7ADA106C	sub_539060	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_global
NUM	3537441386	0xD2D9126A	sub_556F30	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_global_desc
NUM	2063994994	0x7B061072	sub_534DB0	__cuda_sm7x_wmma_m16n16k16_acc_f32_row_shared
NUM	86052206	0x05210D6E	sub_5353C0	__cuda_sm8x_wmma_m16n16k8_acc_f32_row
NUM	1850871870	0x6E52103E	sub_5359D0	__cuda_sm8x_wmma_m16n16k8_acc_f32_row_global
NUM	1853755460	0x6E7E1044	sub_535FE0	__cuda_sm8x_wmma_m16n16k8_acc_f32_row_shared
NUM	1308364633	0x4DFC0F59	sub_533570	__cuda_sm72_Integer_wmma_m16n16k16_acc_row
NUM	2694582615	0xA09C1157	sub_556250	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_desc
NUM	3298431529	0xC49A1229	sub_533B80	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_global
NUM	626594855	0x25591427	sub_5568C0	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_global_desc
NUM	3301315119	0xC4C6122F	sub_534190	__cuda_sm72_Integer_wmma_m16n16k16_acc_row_shared
NUM	86510955	0x05280D6B	sub_5347A0	__cuda_sm7x_wmma_m32n8k16_acc_f32_row
NUM	1310855017	0x4E220F69	sub_554F00	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_desc
NUM	1849954363	0x6E44103B	sub_53A290	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_global
NUM	3310228025	0xC54E1239	sub_553540	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_global_desc
NUM	1852837953	0x6E701041	sub_53A8A0	__cuda_sm7x_wmma_m32n8k16_acc_f32_row_shared
NUM	1083838248	0x409A0F28	sub_53AEB0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row
NUM	2453999910	0x92451126	sub_552ED0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_desc
NUM	3051426296	0xB5E111F8	sub_53B4C0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_global
NUM	363533302	0x15AB13F6	sub_551B80	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_global_desc
NUM	3054309886	0xB60D11FE	sub_53BAD0	__cuda_sm72_Integer_wmma_m32n8k16_acc_row_shared
NUM	1088818984	0x40E60F28	sub_53C0E0	__cuda_sm72_Integer_wmma_m8n32k16_acc_row
NUM	2458980646	0x92911126	sub_55C950	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_desc
NUM	3059290622	0xB65911FE	sub_537820	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_shared
NUM	3056407032	0xB62D11F8	sub_537E30	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_global
NUM	368514038	0x15F713F6	sub_55B600	__cuda_sm72_Integer_wmma_m8n32k16_acc_row_global_desc
NUM	1354829774	0x50C10FCE	sub_4F33E0	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row
NUM	2779386316	0xA5AA11CC	sub_507790	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_desc
NUM	3398570654	0xCA92129E	sub_4F3780	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_global
NUM	765072540	0x2D9A149C	sub_507BA0	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_global_desc
NUM	3401454244	0xCABE12A4	sub_4F2900	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_row_shared
NUM	210570726	0x0C8D0DE6	sub_4F2CA0	__cuda_sm7x_bit_wmma_m8n8k128_acc_row
NUM	1475219428	0x57EE0FE4	sub_507380	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_desc
NUM	2030440630	0x790610B6	sub_4F3040	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_global
NUM	3531018932	0xD27712B4	sub_503E90	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_global_desc
NUM	2033324220	0x793210BC	sub_4F3B20	__cuda_sm7x_bit_wmma_m8n8k128_acc_row_shared
NUM	411636811	0x1889144B	sub_4EDED0	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_col_update_ptr
NUM	3209564771	0xBF4E1263	sub_4EE210	__cuda_sm7x_bit_wmma_m8n8k128_acc_col_update_ptr
NUM	2998538731	0xB2BA11EB	sub_4EE550	__cuda_sm8x_wmma_m16n16k8_acc_f32_col_update_ptr
NUM	3220836889	0xBFFA1219	sub_4EE890	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_update_ptr
NUM	2996834792	0xB2A011E8	sub_4EEBD0	__cuda_sm7x_wmma_m32n8k16_acc_f32_col_update_ptr
NUM	280826838	0x10BD13D6	sub_4EEF10	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_update_ptr
NUM	20976549	0x014013A5	sub_4EF250	__cuda_sm72_Integer_wmma_m32n8k16_acc_col_update_ptr
NUM	25957285	0x018C13A5	sub_4EF590	__cuda_sm72_Integer_wmma_m8n32k16_acc_col_update_ptr
NUM	82382164	0x04E90D54	sub_53DF30	__cuda_sm8x_wmma_m16n16k8_acc_f32_col
NUM	1835274276	0x6D641024	sub_53E540	__cuda_sm8x_wmma_m16n16k8_acc_f32_col_global
NUM	1838157866	0x6D90102A	sub_52F8D0	__cuda_sm8x_wmma_m16n16k8_acc_f32_col_shared
NUM	271519106	0x102F0D82	sub_52FEE0	__cuda_sm7x_wmma_m16n16k16_acc_f32_col
NUM	1503399808	0x599C0F80	sub_55BC70	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_desc
NUM	2045513810	0x79EC1052	sub_5304F0	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_global
NUM	3513324112	0xD1691250	sub_558F60	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_global_desc
NUM	2048397400	0x7A181058	sub_530B00	__cuda_sm7x_wmma_m16n16k16_acc_f32_col_shared
NUM	1304694591	0x4DC40F3F	sub_531110	__cuda_sm72_Integer_wmma_m16n16k16_acc_col
NUM	2682392893	0x9FE2113D	sub_5595D0	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_desc
NUM	3282833935	0xC3AC120F	sub_531720	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_global
NUM	602477581	0x23E9140D	sub_559C40	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_global_desc
NUM	3285717525	0xC3D81215	sub_531D30	__cuda_sm72_Integer_wmma_m16n16k16_acc_col_shared
NUM	1085148942	0x40AE0F0E	sub_532340	__cuda_sm72_Integer_wmma_m8n32k16_acc_col
NUM	2446790924	0x91D7110C	sub_55A2B0	__cuda_sm72_Integer_wmma_m8n32k16_acc_col_desc
NUM	3043693028	0xB56B11E4	sub_532950	__cuda_sm72_Integer_wmma_m8n32k16_acc_col_shared
NUM	3040809438	0xB53F11DE	sub_532F60	__cuda_sm72_Integer_wmma_m8n32k16_acc_col_global
NUM	344396764	0x148713DC	sub_558280	__cuda_sm72_Integer_wmma_m8n32k16_acc_col_global_desc
NUM	82840913	0x04F00D51	sub_53C6F0	__cuda_sm7x_wmma_m32n8k16_acc_f32_col
NUM	1298665295	0x4D680F4F	sub_5521F0	__cuda_sm7x_wmma_m32n8k16_acc_f32_col_desc
NUM	1834356769	0x6D561021	sub_53CD00	__cuda_sm7x_wmma_m32n8k16_acc_f32_col_global
NUM	3286110751	0xC3DE121F	sub_552860	__cuda_sm7x_wmma_m32n8k16_acc_f32_col_global_desc
NUM	1837240359	0x6D821027	sub_53D310	__cuda_sm7x_wmma_m32n8k16_acc_f32_col_shared
NUM	1080168206	0x40620F0E	sub_53D920	__cuda_sm72_Integer_wmma_m32n8k16_acc_col
NUM	2441810188	0x918B110C	sub_55E980	__cuda_sm72_Integer_wmma_m32n8k16_acc_col_desc
NUM	3038712292	0xB51F11E4	sub_53EB50	__cuda_sm72_Integer_wmma_m32n8k16_acc_col_shared
NUM	3035828702	0xB4F311DE	sub_53F160	__cuda_sm72_Integer_wmma_m32n8k16_acc_col_global
NUM	339416028	0x143B13DC	sub_55EFF0	__cuda_sm72_Integer_wmma_m32n8k16_acc_col_global_desc
NUM	1351159732	0x50890FB4	sub_4F4600	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_col
NUM	2767196594	0xA4F011B2	sub_506750	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_col_desc
NUM	3382973060	0xC9A41284	sub_4F49A0	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_col_global
NUM	740955266	0x2C2A1482	sub_506340	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_col_global_desc
NUM	3385856650	0xC9D0128A	sub_4F4D40	__cuda_sm7x_sub_byte_wmma_m8n8k32_acc_col_shared
NUM	206900684	0x0C550DCC	sub_4F50E0	__cuda_sm7x_bit_wmma_m8n8k128_acc_col
NUM	1463029706	0x57340FCA	sub_506F70	__cuda_sm7x_bit_wmma_m8n8k128_acc_col_desc
NUM	2014843036	0x7818109C	sub_4F3EC0	__cuda_sm7x_bit_wmma_m8n8k128_acc_col_global
NUM	3506901658	0xD107129A	sub_506B60	__cuda_sm7x_bit_wmma_m8n8k128_acc_col_global_desc
NUM	2017726626	0x784410A2	sub_4F4260	__cuda_sm7x_bit_wmma_m8n8k128_acc_col_shared
NUM	3038777811	0xB52011D3	sub_529630	__cuda_sm70_wmma_m16n16k16_acc_f16_col_update_ptr
NUM	3245216309	0xC16E1235	sub_4EF8D0	__cuda_sm7x_wmma_m16n16k16_acc_f16_row_update_ptr
NUM	3021214212	0xB4141204	sub_4EFC10	__cuda_sm7x_wmma_m32n8k16_acc_f16_row_update_ptr
NUM	275713438	0x106F0D9E	sub_5143E0	__cuda_sm7x_wmma_m16n16k16_acc_f16_row
NUM	1516769180	0x5A680F9C	sub_51F390	__cuda_sm7x_wmma_m16n16k16_acc_f16_row_desc
NUM	2065436788	0x7B1C1074	sub_514850	__cuda_sm7x_wmma_m16n16k16_acc_f16_row_shared
NUM	2062553198	0x7AF0106E	sub_514CC0	__cuda_sm7x_wmma_m16n16k16_acc_f16_row_global
NUM	3539538540	0xD2F9126C	sub_521070	__cuda_sm7x_wmma_m16n16k16_acc_f16_row_global_desc
NUM	1854279747	0x6E861043	sub_515130	__cuda_sm7x_wmma_m32n8k16_acc_f16_row_shared
NUM	1851396157	0x6E5A103D	sub_5155A0	__cuda_sm7x_wmma_m32n8k16_acc_f16_row_global
NUM	3312325179	0xC56E123B	sub_520BA0	__cuda_sm7x_wmma_m32n8k16_acc_f16_row_global_desc
NUM	87035245	0x05300D6D	sub_515A10	__cuda_sm7x_wmma_m32n8k16_acc_f16_row
NUM	1312034667	0x4E340F6B	sub_521540	__cuda_sm7x_wmma_m32n8k16_acc_f16_row_desc
NUM	3222802971	0xC018121B	sub_4EFF50	__cuda_sm7x_wmma_m16n16k16_acc_f16_col_update_ptr
NUM	2998800874	0xB2BE11EA	sub_4F0290	__cuda_sm7x_wmma_m32n8k16_acc_f16_col_update_ptr
NUM	272043396	0x10370D84	sub_5105C0	__cuda_sm7x_wmma_m16n16k16_acc_f16_col
NUM	1504579458	0x59AE0F82	sub_51E520	__cuda_sm7x_wmma_m16n16k16_acc_f16_col_desc
NUM	2049839194	0x7A2E105A	sub_50BA10	__cuda_sm7x_wmma_m16n16k16_acc_f16_col_shared
NUM	2046955604	0x7A021054	sub_50BE80	__cuda_sm7x_wmma_m16n16k16_acc_f16_col_global
NUM	3515421266	0xD1891252	sub_51E9F0	__cuda_sm7x_wmma_m16n16k16_acc_f16_col_global_desc
NUM	83365203	0x04F80D53	sub_50EF90	__cuda_sm7x_wmma_m32n8k16_acc_f16_col
NUM	1299844945	0x4D7A0F51	sub_51D1E0	__cuda_sm7x_wmma_m32n8k16_acc_f16_col_desc
NUM	1838682153	0x6D981029	sub_50F400	__cuda_sm7x_wmma_m32n8k16_acc_f16_col_shared
NUM	1835798563	0x6D6C1023	sub_50F870	__cuda_sm7x_wmma_m32n8k16_acc_f16_col_global
NUM	3288207905	0xC3FE1221	sub_51CD10	__cuda_sm7x_wmma_m32n8k16_acc_f16_col_global_desc
NUM	2841907644	0xA96411BC	sub_51A230	__cuda_sm70_wmma_m32n8k16_acc_f16_row_update_ptr
NUM	2819494306	0xA80E11A2	sub_51A6D0	__cuda_sm70_wmma_m32n8k16_acc_f16_col_update_ptr
NUM	2846888380	0xA9B011BC	sub_5228B0	__cuda_sm70_wmma_m8n32k16_acc_f16_row_update_ptr
NUM	2824475042	0xA85A11A2	sub_522D90	__cuda_sm70_wmma_m8n32k16_acc_f16_col_update_ptr
NUM	3059225067	0xB65811EB	sub_52C020	__cuda_sm70_wmma_m16n16k16_acc_f32_row_update_ptr
NUM	3036811729	0xB50211D1	sub_52C570	__cuda_sm70_wmma_m16n16k16_acc_f32_col_update_ptr
NUM	2839941562	0xA94611BA	sub_527770	__cuda_sm70_wmma_m32n8k16_acc_f32_row_update_ptr
NUM	2817528224	0xA7F011A0	sub_527260	__cuda_sm70_wmma_m32n8k16_acc_f32_col_update_ptr
NUM	2844922298	0xA99211BA	sub_525970	__cuda_sm70_wmma_m8n32k16_acc_f32_row_update_ptr
NUM	2822508960	0xA83C11A0	sub_525E70	__cuda_sm70_wmma_m8n32k16_acc_f32_col_update_ptr
NUM	3422950081	0xCC0612C1	sub_4F6A40	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_row_global
NUM	3407352487	0xCB1812A7	sub_4F5BC0	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_col_global
NUM	1363152881	0x51400FF1	sub_4F5F60	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_row
NUM	1359482839	0x51080FD7	sub_4F6300	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_col
NUM	3425833671	0xCC3212C7	sub_4F66A0	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_row_shared
NUM	3410236077	0xCB4412AD	sub_4F5820	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_col_shared
NUM	467604616	0x1BDF1488	sub_4EB7D0	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_row_update_ptr
NUM	445191278	0x1A89146E	sub_4EBB10	__cuda_sm8x_double_fp_wmma_m8n8k4_acc_col_update_ptr
NUM	1158287159	0x450A0F37	sub_54BF00	__cuda_sm8x_wmma_m16n16k8_store_d_row_f32
NUM	3132756487	0xBABA1207	sub_54C520	__cuda_sm8x_wmma_m16n16k8_store_d_row_f32_global
NUM	3135640077	0xBAE6120D	sub_54CB40	__cuda_sm8x_wmma_m16n16k8_store_d_row_f32_shared
NUM	3637908057	0xD8D61259	sub_54D160	__cuda_sm72_Integer_wmma_m16n16k16_store_d_row_s32
NUM	981800023	0x3A851457	sub_560340	__cuda_sm72_Integer_wmma_m16n16k16_store_d_row_s32_desc
NUM	1686312233	0x64831529	sub_54B8E0	__cuda_sm72_Integer_wmma_m16n16k16_store_d_row_s32_global
NUM	3560118055	0xD4331727	sub_563CA0	__cuda_sm72_Integer_wmma_m16n16k16_store_d_row_s32_global_desc
NUM	1689195823	0x64AF152F	sub_543430	__cuda_sm72_Integer_wmma_m16n16k16_store_d_row_s32_shared
NUM	3387691560	0xC9EC1228	sub_54ACA0	__cuda_sm72_Integer_wmma_m32n8k16_store_d_row_s32
NUM	715527206	0x2AA61426	sub_564300	__cuda_sm72_Integer_wmma_m32n8k16_store_d_row_s32_desc
NUM	1413616888	0x544214F8	sub_54B2C0	__cuda_sm72_Integer_wmma_m32n8k16_store_d_row_s32_global
NUM	3271366390	0xC2FD16F6	sub_563640	__cuda_sm72_Integer_wmma_m32n8k16_store_d_row_s32_global_desc
NUM	1416500478	0x546E14FE	sub_54A680	__cuda_sm72_Integer_wmma_m32n8k16_store_d_row_s32_shared
NUM	1147801373	0x446A0F1D	sub_543A30	__cuda_sm8x_wmma_m16n16k8_store_d_col_f32
NUM	3110343149	0xB96411ED	sub_544030	__cuda_sm8x_wmma_m16n16k8_store_d_col_f32_global
NUM	3113226739	0xB99011F3	sub_544630	__cuda_sm8x_wmma_m16n16k8_store_d_col_f32_shared
NUM	1666782485	0x63591515	sub_544C30	__cuda_sm72_Integer_wmma_m16n16k16_store_d_col_s32_shared
NUM	1663898895	0x632D150F	sub_545230	__cuda_sm72_Integer_wmma_m16n16k16_store_d_col_s32_global
NUM	3529185037	0xD25B170D	sub_5609A0	__cuda_sm72_Integer_wmma_m16n16k16_store_d_col_s32_global_desc
NUM	3627422271	0xD836123F	sub_545830	__cuda_sm72_Integer_wmma_m16n16k16_store_d_col_s32
NUM	962794557	0x3963143D	sub_561000	__cuda_sm72_Integer_wmma_m16n16k16_store_d_col_s32_desc
NUM	3377205774	0xC94C120E	sub_54D780	__cuda_sm72_Integer_wmma_m32n8k16_store_d_col_s32
NUM	696521740	0x2984140C	sub_566980	__cuda_sm72_Integer_wmma_m32n8k16_store_d_col_s32_desc
NUM	1391203550	0x52EC14DE	sub_54DDA0	__cuda_sm72_Integer_wmma_m32n8k16_store_d_col_s32_global
NUM	3240433372	0xC12516DC	sub_567000	__cuda_sm72_Integer_wmma_m32n8k16_store_d_col_s32_global_desc
NUM	1394087140	0x531814E4	sub_549A40	__cuda_sm72_Integer_wmma_m32n8k16_store_d_col_s32_shared
NUM	3392672296	0xCA381228	sub_545E30	__cuda_sm72_Integer_wmma_m8n32k16_store_d_row_s32
NUM	720507942	0x2AF21426	sub_562FE0	__cuda_sm72_Integer_wmma_m8n32k16_store_d_row_s32_desc
NUM	1421481214	0x54BA14FE	sub_546430	__cuda_sm72_Integer_wmma_m8n32k16_store_d_row_s32_shared
NUM	1418597624	0x548E14F8	sub_546A30	__cuda_sm72_Integer_wmma_m8n32k16_store_d_row_s32_global
NUM	3276347126	0xC34916F6	sub_562980	__cuda_sm72_Integer_wmma_m8n32k16_store_d_row_s32_global_desc
NUM	3382186510	0xC998120E	sub_54E3C0	__cuda_sm72_Integer_wmma_m8n32k16_store_d_col_s32
NUM	701502476	0x29D0140C	sub_566300	__cuda_sm72_Integer_wmma_m8n32k16_store_d_col_s32_desc
NUM	1396184286	0x533814DE	sub_54E9E0	__cuda_sm72_Integer_wmma_m8n32k16_store_d_col_s32_global
NUM	3245414108	0xC17116DC	sub_565C80	__cuda_sm72_Integer_wmma_m8n32k16_store_d_col_s32_global_desc
NUM	1399067876	0x536414E4	sub_54F000	__cuda_sm72_Integer_wmma_m8n32k16_store_d_col_s32_shared
NUM	1359482725	0x51080F65	sub_54F620	__cuda_sm7x_wmma_m16n16k16_store_d_row_f32
NUM	2749632867	0xA3E41163	sub_561660	__cuda_sm7x_wmma_m16n16k16_store_d_row_f32_desc
NUM	3355054645	0xC7FA1235	sub_54FC40	__cuda_sm7x_wmma_m16n16k16_store_d_row_f32_global
NUM	687150131	0x28F51433	sub_564960	__cuda_sm7x_wmma_m16n16k16_store_d_row_f32_global_desc
NUM	3357938235	0xC826123B	sub_54A060	__cuda_sm7x_wmma_m16n16k16_store_d_row_f32_shared
NUM	1157959476	0x45050F34	sub_5508C0	__cuda_sm7x_wmma_m32n8k16_store_d_row_f32
NUM	2532053298	0x96EC1132	sub_569830	__cuda_sm7x_wmma_m32n8k16_store_d_row_f32_desc
NUM	3131052548	0xBAA01204	sub_550F00	__cuda_sm7x_wmma_m32n8k16_store_d_row_f32_global
NUM	447091714	0x1AA61402	sub_568AE0	__cuda_sm7x_wmma_m32n8k16_store_d_row_f32_global_desc
NUM	3133936138	0xBACC120A	sub_551540	__cuda_sm7x_wmma_m32n8k16_store_d_row_f32_shared
NUM	3745714894	0xDF4312CE	sub_4FB2C0	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_row_s32
NUM	1127945420	0x433B14CC	sub_50A440	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_row_s32_desc
NUM	1847793054	0x6E23159E	sub_4FCC90	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_row_s32_global
NUM	3759937436	0xE01C179C	sub_509400	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_row_s32_global_desc
NUM	1850676644	0x6E4F15A4	sub_4FD040	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_row_s32_shared
NUM	2345603302	0x8BCF10E6	sub_4FD3F0	__cuda_sm7x_bit_wmma_m8n8k128_store_d_row_s32
NUM	3861910244	0xE63012E4	sub_508FF0	__cuda_sm7x_bit_wmma_m8n8k128_store_d_row_s32_desc
NUM	223810486	0x0D5713B6	sub_4FD7A0	__cuda_sm7x_bit_wmma_m8n8k128_store_d_row_s32_global
NUM	1976047028	0x75C815B4	sub_5087D0	__cuda_sm7x_bit_wmma_m8n8k128_store_d_row_s32_global_desc
NUM	226694076	0x0D8313BC	sub_4FDB50	__cuda_sm7x_bit_wmma_m8n8k128_store_d_row_s32_shared
NUM	3735229108	0xDEA312B4	sub_4FDF00	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_col_s32
NUM	1108939954	0x421914B2	sub_508BE0	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_col_s32_desc
NUM	1825379716	0x6CCD1584	sub_4FE2B0	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_col_s32_global
NUM	3729004418	0xDE441782	sub_50A030	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_col_s32_global_desc
NUM	1828263306	0x6CF9158A	sub_4FE660	__cuda_sm7x_sub_byte_wmma_m8n8k32_store_d_col_s32_shared
NUM	2335117516	0x8B2F10CC	sub_4FEA10	__cuda_sm7x_bit_wmma_m8n8k128_store_d_col_s32
NUM	3842904778	0xE50E12CA	sub_509C20	__cuda_sm7x_bit_wmma_m8n8k128_store_d_col_s32_desc
NUM	201397148	0x0C01139C	sub_4FEDC0	__cuda_sm7x_bit_wmma_m8n8k128_store_d_col_s32_global
NUM	1945114010	0x73F0159A	sub_509810	__cuda_sm7x_bit_wmma_m8n8k128_store_d_col_s32_global_desc
NUM	204280738	0x0C2D13A2	sub_4FF170	__cuda_sm7x_bit_wmma_m8n8k128_store_d_col_s32_shared
NUM	1348996939	0x50680F4B	sub_547C30	__cuda_sm7x_wmma_m16n16k16_store_d_col_f32
NUM	2730627401	0xA2C21149	sub_564FC0	__cuda_sm7x_wmma_m16n16k16_store_d_col_f32_desc
NUM	3332641307	0xC6A4121B	sub_548230	__cuda_sm7x_wmma_m16n16k16_store_d_col_f32_global
NUM	656217113	0x271D1419	sub_565620	__cuda_sm7x_wmma_m16n16k16_store_d_col_f32_global_desc
NUM	3335524897	0xC6D01221	sub_548830	__cuda_sm7x_wmma_m16n16k16_store_d_col_f32_shared
NUM	1147473690	0x44650F1A	sub_548E30	__cuda_sm7x_wmma_m32n8k16_store_d_col_f32
NUM	2513047832	0x95CA1118	sub_561CC0	__cuda_sm7x_wmma_m32n8k16_store_d_col_f32_desc
NUM	3108639210	0xB94A11EA	sub_547030	__cuda_sm7x_wmma_m32n8k16_store_d_col_f32_global
NUM	416158696	0x18CE13E8	sub_562320	__cuda_sm7x_wmma_m32n8k16_store_d_col_f32_global_desc
NUM	3111522800	0xB97611F0	sub_547630	__cuda_sm7x_wmma_m32n8k16_store_d_col_f32_shared
NUM	1359482727	0x51080F67	sub_516760	__cuda_sm7x_wmma_m16n16k16_store_d_row_f16
NUM	2750288229	0xA3EE1165	sub_524AD0	__cuda_sm7x_wmma_m16n16k16_store_d_row_f16_desc
NUM	3358855741	0xC834123D	sub_516BE0	__cuda_sm7x_wmma_m16n16k16_store_d_row_f16_shared
NUM	3355972151	0xC8081237	sub_517060	__cuda_sm7x_wmma_m16n16k16_store_d_row_f16_global
NUM	688722997	0x290D1435	sub_523270	__cuda_sm7x_wmma_m16n16k16_store_d_row_f16_global_desc
NUM	1348996941	0x50680F4D	sub_5174E0	__cuda_sm7x_wmma_m16n16k16_store_d_col_f16
NUM	2731282763	0xA2CC114B	sub_523750	__cuda_sm7x_wmma_m16n16k16_store_d_col_f16_desc
