# Instruction legality / validation table @ VA 0x22FEE00..0x2339E00 (241664 B = 60416 u32)
# Flat sparse view: every NON-ZERO u32 with its index/VA and value-class.
# Layout is a packed record table (dominant stride 24 B = 6 u32) but record size varies by region;
# the reliable binary facts are the value-classes below. Records group as {key, handler/ptr}.
# value classes: text_handler_ptr=dedicated (opcode,modifier) validator/encoder fn in .text;
#   rodata_subtable_ptr=pointer into nested dispatch sub-table (0x1CE0000-0x2400000);
#   small_key=(format_id<<8)|minor_opcode (same key as per_sm_handler_dispatch);
#   special_validation_sentinel=0x08000000 (no dedicated handler; run generic validation path).
# value_class_totals={'zero': 41330, 'small_key (fmt<<8|minor)': 9721, 'text_handler_ptr': 8087, 'rodata_subtable_ptr': 918, 'special_validation_sentinel': 259, 'other': 101}
dword_index	va	value_hex	value_class	as_key_fmt	as_key_minor
29368	0x231B8E0	0x1292510	text_handler_ptr		
29372	0x231B8F0	0x50A	small_key (fmt<<8|minor)	0x5	0xA
29374	0x231B8F8	0x12921D0	text_handler_ptr		
29378	0x231B908	0x50B	small_key (fmt<<8|minor)	0x5	0xB
29380	0x231B910	0x1101D70	text_handler_ptr		
29384	0x231B920	0x60C	small_key (fmt<<8|minor)	0x6	0xC
29386	0x231B928	0x1101E80	text_handler_ptr		
29390	0x231B938	0x50D	small_key (fmt<<8|minor)	0x5	0xD
29392	0x231B940	0x1101F60	text_handler_ptr		
29396	0x231B950	0x60E	small_key (fmt<<8|minor)	0x6	0xE
29398	0x231B958	0x11023A0	text_handler_ptr		
29402	0x231B968	0x50F	small_key (fmt<<8|minor)	0x5	0xF
29404	0x231B970	0x1102290	text_handler_ptr		
29408	0x231B980	0x510	small_key (fmt<<8|minor)	0x5	0x10
29410	0x231B988	0x1102080	text_handler_ptr		
29414	0x231B998	0x711	small_key (fmt<<8|minor)	0x7	0x11
29416	0x231B9A0	0x1101BD0	text_handler_ptr		
29420	0x231B9B0	0x512	small_key (fmt<<8|minor)	0x5	0x12
29422	0x231B9B8	0x1102180	text_handler_ptr		
29426	0x231B9C8	0x713	small_key (fmt<<8|minor)	0x7	0x13
29428	0x231B9D0	0x1101CA0	text_handler_ptr		
29432	0x231B9E0	0x514	small_key (fmt<<8|minor)	0x5	0x14
29434	0x231B9E8	0x1102480	text_handler_ptr		
29440	0x231BA00	0x700	small_key (fmt<<8|minor)	0x7	0x0
29442	0x231BA08	0x1A11840	text_handler_ptr		
29446	0x231BA18	0x701	small_key (fmt<<8|minor)	0x7	0x1
29448	0x231BA20	0x1A11730	text_handler_ptr		
29452	0x231BA30	0x702	small_key (fmt<<8|minor)	0x7	0x2
29454	0x231BA38	0x12629A0	text_handler_ptr		
29458	0x231BA48	0x503	small_key (fmt<<8|minor)	0x5	0x3
29460	0x231BA50	0x1A11E30	text_handler_ptr		
29464	0x231BA60	0x704	small_key (fmt<<8|minor)	0x7	0x4
29466	0x231BA68	0x1A11BC0	text_handler_ptr		
29470	0x231BA78	0x705	small_key (fmt<<8|minor)	0x7	0x5
29472	0x231BA80	0x1A11AB0	text_handler_ptr		
29476	0x231BA90	0x506	small_key (fmt<<8|minor)	0x5	0x6
29478	0x231BA98	0x1262C20	text_handler_ptr		
29482	0x231BAA8	0x707	small_key (fmt<<8|minor)	0x7	0x7
29484	0x231BAB0	0x1262AE0	text_handler_ptr		
29488	0x231BAC0	0x500	small_key (fmt<<8|minor)	0x5	0x0
29490	0x231BAC8	0x1263590	text_handler_ptr		
29494	0x231BAD8	0x501	small_key (fmt<<8|minor)	0x5	0x1
29496	0x231BAE0	0x1263700	text_handler_ptr		
29500	0x231BAF0	0x502	small_key (fmt<<8|minor)	0x5	0x2
29502	0x231BAF8	0x1263660	text_handler_ptr		
29512	0x231BB20	0x300	small_key (fmt<<8|minor)	0x3	0x0
29514	0x231BB28	0x1298000	text_handler_ptr		
29518	0x231BB38	0x601	small_key (fmt<<8|minor)	0x6	0x1
29520	0x231BB40	0x12981A0	text_handler_ptr		
29524	0x231BB50	0x602	small_key (fmt<<8|minor)	0x6	0x2
29526	0x231BB58	0x12980F0	text_handler_ptr		
29536	0x231BB80	0x700	small_key (fmt<<8|minor)	0x7	0x0
29538	0x231BB88	0x1A10590	text_handler_ptr		
29542	0x231BB98	0x701	small_key (fmt<<8|minor)	0x7	0x1
29544	0x231BBA0	0x1261DD0	text_handler_ptr		
29548	0x231BBB0	0x702	small_key (fmt<<8|minor)	0x7	0x2
29550	0x231BBB8	0x1A10460	text_handler_ptr		
29554	0x231BBC8	0x703	small_key (fmt<<8|minor)	0x7	0x3
29556	0x231BBD0	0x1261C70	text_handler_ptr		
29560	0x231BBE0	0x500	small_key (fmt<<8|minor)	0x5	0x0
29562	0x231BBE8	0x1A10020	text_handler_ptr		
29566	0x231BBF8	0x601	small_key (fmt<<8|minor)	0x6	0x1
29568	0x231BC00	0x1A10100	text_handler_ptr		
29572	0x231BC10	0x502	small_key (fmt<<8|minor)	0x5	0x2
29574	0x231BC18	0x12619D0	text_handler_ptr		
29578	0x231BC28	0x603	small_key (fmt<<8|minor)	0x6	0x3
29580	0x231BC30	0x1261BB0	text_handler_ptr		
29584	0x231BC40	0x504	small_key (fmt<<8|minor)	0x5	0x4
29586	0x231BC48	0x1261AC0	text_handler_ptr		
29592	0x231BC60	0x500	small_key (fmt<<8|minor)	0x5	0x0
29594	0x231BC68	0x1262D20	text_handler_ptr		
29598	0x231BC78	0x501	small_key (fmt<<8|minor)	0x5	0x1
29600	0x231BC80	0x1262DF0	text_handler_ptr		
29608	0x231BCA0	0x700	small_key (fmt<<8|minor)	0x7	0x0
29610	0x231BCA8	0x1A0F740	text_handler_ptr		
29614	0x231BCB8	0x701	small_key (fmt<<8|minor)	0x7	0x1
29616	0x231BCC0	0x12616C0	text_handler_ptr		
29620	0x231BCD0	0x702	small_key (fmt<<8|minor)	0x7	0x2
29622	0x231BCD8	0x1A0FD10	text_handler_ptr		
29626	0x231BCE8	0x703	small_key (fmt<<8|minor)	0x7	0x3
29628	0x231BCF0	0x1A0FE70	text_handler_ptr		
29632	0x231BD00	0x704	small_key (fmt<<8|minor)	0x7	0x4
29634	0x231BD08	0x1261400	text_handler_ptr		
29638	0x231BD18	0x705	small_key (fmt<<8|minor)	0x7	0x5
29640	0x231BD20	0x1261530	text_handler_ptr		
29644	0x231BD30	0x706	small_key (fmt<<8|minor)	0x7	0x6
29646	0x231BD38	0x1261850	text_handler_ptr		
29650	0x231BD48	0x707	small_key (fmt<<8|minor)	0x7	0x7
29652	0x231BD50	0x1A0FB60	text_handler_ptr		
29656	0x231BD60	0x200	small_key (fmt<<8|minor)	0x2	0x0
29658	0x231BD68	0x1A60490	text_handler_ptr		
29664	0x231BD80	0xA00	small_key (fmt<<8|minor)	0xA	0x0
29666	0x231BD88	0x1111970	text_handler_ptr		
29672	0x231BDA0	0x500	small_key (fmt<<8|minor)	0x5	0x0
29674	0x231BDA8	0x1A0EEB0	text_handler_ptr		
29678	0x231BDB8	0x301	small_key (fmt<<8|minor)	0x3	0x1
29680	0x231BDC0	0x1A0EFE0	text_handler_ptr		
29684	0x231BDD0	0x502	small_key (fmt<<8|minor)	0x5	0x2
29686	0x231BDD8	0x1261070	text_handler_ptr		
29690	0x231BDE8	0x303	small_key (fmt<<8|minor)	0x3	0x3
29692	0x231BDF0	0x12612F0	text_handler_ptr		
29696	0x231BE00	0x504	small_key (fmt<<8|minor)	0x5	0x4
29698	0x231BE08	0x12611B0	text_handler_ptr		
29704	0x231BE20	0x500	small_key (fmt<<8|minor)	0x5	0x0
29706	0x231BE28	0x1A23B50	text_handler_ptr		
29710	0x231BE38	0x301	small_key (fmt<<8|minor)	0x3	0x1
29712	0x231BE40	0x1A23DE0	text_handler_ptr		
29716	0x231BE50	0x502	small_key (fmt<<8|minor)	0x5	0x2
29718	0x231BE58	0x12760E0	text_handler_ptr		
29722	0x231BE68	0x303	small_key (fmt<<8|minor)	0x3	0x3
29724	0x231BE70	0x1276470	text_handler_ptr		
29728	0x231BE80	0x504	small_key (fmt<<8|minor)	0x5	0x4
29730	0x231BE88	0x1276320	text_handler_ptr		
29734	0x231BE98	0x507	small_key (fmt<<8|minor)	0x5	0x7
29736	0x231BEA0	0x10F75F0	text_handler_ptr		
29740	0x231BEB0	0x508	small_key (fmt<<8|minor)	0x5	0x8
29742	0x231BEB8	0x10F76E0	text_handler_ptr		
29748	0x231BED0	0x84D	small_key (fmt<<8|minor)	0x8	0x4D
29750	0x231BED8	0x8000000	special_validation_sentinel		
29752	0x231BEE0	0x24D	small_key (fmt<<8|minor)	0x2	0x4D
29754	0x231BEE8	0x8000000	special_validation_sentinel		
29756	0x231BEF0	0xC35	small_key (fmt<<8|minor)	0xC	0x35
29758	0x231BEF8	0x8000000	special_validation_sentinel		
29760	0x231BF00	0xC10	small_key (fmt<<8|minor)	0xC	0x10
29762	0x231BF08	0x8000000	special_validation_sentinel		
29764	0x231BF10	0xE29	small_key (fmt<<8|minor)	0xE	0x29
29766	0x231BF18	0x8000000	special_validation_sentinel		
29768	0x231BF20	0x454	small_key (fmt<<8|minor)	0x4	0x54
29770	0x231BF28	0x8000000	special_validation_sentinel		
29772	0x231BF30	0x254	small_key (fmt<<8|minor)	0x2	0x54
29774	0x231BF38	0x8000000	special_validation_sentinel		
29776	0x231BF40	0x849	small_key (fmt<<8|minor)	0x8	0x49
29778	0x231BF48	0x8000000	special_validation_sentinel		
29780	0x231BF50	0x249	small_key (fmt<<8|minor)	0x2	0x49
29782	0x231BF58	0x8000000	special_validation_sentinel		
29784	0x231BF60	0xC36	small_key (fmt<<8|minor)	0xC	0x36
29786	0x231BF68	0x8000000	special_validation_sentinel		
29788	0x231BF70	0x3B8	small_key (fmt<<8|minor)	0x3	0xB8
29790	0x231BF78	0x8000000	special_validation_sentinel		
29792	0x231BF80	0xD08	small_key (fmt<<8|minor)	0xD	0x8
29794	0x231BF88	0x8000000	special_validation_sentinel		
29796	0x231BF90	0x3BA	small_key (fmt<<8|minor)	0x3	0xBA
29798	0x231BF98	0x8000000	special_validation_sentinel		
29800	0x231BFA0	0x3BB	small_key (fmt<<8|minor)	0x3	0xBB
29802	0x231BFA8	0x8000000	special_validation_sentinel		
29804	0x231BFB0	0x3B4	small_key (fmt<<8|minor)	0x3	0xB4
29806	0x231BFB8	0x8000000	special_validation_sentinel		
29808	0x231BFC0	0x5B4	small_key (fmt<<8|minor)	0x5	0xB4
29810	0x231BFC8	0x8000000	special_validation_sentinel		
29812	0x231BFD0	0x2A5	small_key (fmt<<8|minor)	0x2	0xA5
29814	0x231BFD8	0x8000000	special_validation_sentinel		
29816	0x231BFE0	0xC45	small_key (fmt<<8|minor)	0xC	0x45
29818	0x231BFE8	0x8000000	special_validation_sentinel		
29820	0x231BFF0	0x25E	small_key (fmt<<8|minor)	0x2	0x5E
29822	0x231BFF8	0x8000000	special_validation_sentinel		
29824	0x231C000	0x85E	small_key (fmt<<8|minor)	0x8	0x5E
29826	0x231C008	0x8000000	special_validation_sentinel		
29828	0x231C010	0x85B	small_key (fmt<<8|minor)	0x8	0x5B
29830	0x231C018	0x8000000	special_validation_sentinel		
29832	0x231C020	0x25B	small_key (fmt<<8|minor)	0x2	0x5B
29834	0x231C028	0x8000000	special_validation_sentinel		
29836	0x231C030	0x2BA	small_key (fmt<<8|minor)	0x2	0xBA
29838	0x231C038	0x8000000	special_validation_sentinel		
29840	0x231C040	0x8BA	small_key (fmt<<8|minor)	0x8	0xBA
29842	0x231C048	0x8000000	special_validation_sentinel		
29844	0x231C050	0x4BA	small_key (fmt<<8|minor)	0x4	0xBA
29846	0x231C058	0x8000000	special_validation_sentinel		
29848	0x231C060	0x25A	small_key (fmt<<8|minor)	0x2	0x5A
29850	0x231C068	0x8000000	special_validation_sentinel		
29852	0x231C070	0x85A	small_key (fmt<<8|minor)	0x8	0x5A
29854	0x231C078	0x8000000	special_validation_sentinel		
29856	0x231C080	0x85D	small_key (fmt<<8|minor)	0x8	0x5D
29858	0x231C088	0x8000000	special_validation_sentinel		
29860	0x231C090	0x25D	small_key (fmt<<8|minor)	0x2	0x5D
29862	0x231C098	0x8000000	special_validation_sentinel		
29864	0x231C0A0	0x25C	small_key (fmt<<8|minor)	0x2	0x5C
29866	0x231C0A8	0x8000000	special_validation_sentinel		
29868	0x231C0B0	0x85C	small_key (fmt<<8|minor)	0x8	0x5C
29870	0x231C0B8	0x8000000	special_validation_sentinel		
29872	0x231C0C0	0x259	small_key (fmt<<8|minor)	0x2	0x59
29874	0x231C0C8	0x8000000	special_validation_sentinel		
29876	0x231C0D0	0x859	small_key (fmt<<8|minor)	0x8	0x59
29878	0x231C0D8	0x8000000	special_validation_sentinel		
29880	0x231C0E0	0x459	small_key (fmt<<8|minor)	0x4	0x59
29882	0x231C0E8	0x8000000	special_validation_sentinel		
29884	0x231C0F0	0x84E	small_key (fmt<<8|minor)	0x8	0x4E
29886	0x231C0F8	0x8000000	special_validation_sentinel		
29888	0x231C100	0x24E	small_key (fmt<<8|minor)	0x2	0x4E
29890	0x231C108	0x8000000	special_validation_sentinel		
29892	0x231C110	0x84F	small_key (fmt<<8|minor)	0x8	0x4F
29894	0x231C118	0x8000000	special_validation_sentinel		
29896	0x231C120	0x24F	small_key (fmt<<8|minor)	0x2	0x4F
29898	0x231C128	0x8000000	special_validation_sentinel		
29900	0x231C130	0xC82	small_key (fmt<<8|minor)	0xC	0x82
29902	0x231C138	0x8000000	special_validation_sentinel		
29904	0x231C140	0xC2B	small_key (fmt<<8|minor)	0xC	0x2B
29906	0x231C148	0x8000000	special_validation_sentinel		
29908	0x231C150	0xE2B	small_key (fmt<<8|minor)	0xE	0x2B
29910	0x231C158	0x8000000	special_validation_sentinel		
29912	0x231C160	0x855	small_key (fmt<<8|minor)	0x8	0x55
29914	0x231C168	0x8000000	special_validation_sentinel		
29916	0x231C170	0x255	small_key (fmt<<8|minor)	0x2	0x55
29918	0x231C178	0x8000000	special_validation_sentinel		
29920	0x231C180	0x455	small_key (fmt<<8|minor)	0x4	0x55
29922	0x231C188	0x8000000	special_validation_sentinel		
29924	0x231C190	0xDAC	small_key (fmt<<8|minor)	0xD	0xAC
29926	0x231C198	0x8000000	special_validation_sentinel		
29928	0x231C1A0	0x7AC	small_key (fmt<<8|minor)	0x7	0xAC
29930	0x231C1A8	0x8000000	special_validation_sentinel		
29932	0x231C1B0	0x4A4	small_key (fmt<<8|minor)	0x4	0xA4
29934	0x231C1B8	0x8000000	special_validation_sentinel		
29936	0x231C1C0	0xC24	small_key (fmt<<8|minor)	0xC	0x24
29938	0x231C1C8	0x8000000	special_validation_sentinel		
29940	0x231C1D0	0xE24	small_key (fmt<<8|minor)	0xE	0x24
29942	0x231C1D8	0x8000000	special_validation_sentinel		
29944	0x231C1E0	0xC25	small_key (fmt<<8|minor)	0xC	0x25
29946	0x231C1E8	0x8000000	special_validation_sentinel		
29948	0x231C1F0	0xE25	small_key (fmt<<8|minor)	0xE	0x25
29950	0x231C1F8	0x8000000	special_validation_sentinel		
29952	0x231C200	0x2A4	small_key (fmt<<8|minor)	0x2	0xA4
29954	0x231C208	0x8000000	special_validation_sentinel		
29956	0x231C210	0x8A4	small_key (fmt<<8|minor)	0x8	0xA4
29958	0x231C218	0x8000000	special_validation_sentinel		
29960	0x231C220	0x8A5	small_key (fmt<<8|minor)	0x8	0xA5
29962	0x231C228	0x8000000	special_validation_sentinel		
29964	0x231C230	0x2A6	small_key (fmt<<8|minor)	0x2	0xA6
29966	0x231C238	0x8000000	special_validation_sentinel		
29968	0x231C240	0x8A6	small_key (fmt<<8|minor)	0x8	0xA6
29970	0x231C248	0x8000000	special_validation_sentinel		
29972	0x231C250	0x850	small_key (fmt<<8|minor)	0x8	0x50
29974	0x231C258	0x8000000	special_validation_sentinel		
29976	0x231C260	0x250	small_key (fmt<<8|minor)	0x2	0x50
29978	0x231C268	0x8000000	special_validation_sentinel		
29980	0x231C270	0x24A	small_key (fmt<<8|minor)	0x2	0x4A
29982	0x231C278	0x8000000	special_validation_sentinel		
29984	0x231C280	0x84A	small_key (fmt<<8|minor)	0x8	0x4A
29986	0x231C288	0x8000000	special_validation_sentinel		
29988	0x231C290	0xC48	small_key (fmt<<8|minor)	0xC	0x48
29990	0x231C298	0x8000000	special_validation_sentinel		
29992	0x231C2A0	0xC17	small_key (fmt<<8|minor)	0xC	0x17
29994	0x231C2A8	0x8000000	special_validation_sentinel		
29996	0x231C2B0	0x285	small_key (fmt<<8|minor)	0x2	0x85
29998	0x231C2B8	0x8000000	special_validation_sentinel		
30000	0x231C2C0	0x885	small_key (fmt<<8|minor)	0x8	0x85
30002	0x231C2C8	0x8000000	special_validation_sentinel		
30004	0x231C2D0	0x482	small_key (fmt<<8|minor)	0x4	0x82
30006	0x231C2D8	0x8000000	special_validation_sentinel		
30008	0x231C2E0	0xC02	small_key (fmt<<8|minor)	0xC	0x2
30010	0x231C2E8	0x8000000	special_validation_sentinel		
30012	0x231C2F0	0xC28	small_key (fmt<<8|minor)	0xC	0x28
30014	0x231C2F8	0x8000000	special_validation_sentinel		
30016	0x231C300	0x256	small_key (fmt<<8|minor)	0x2	0x56
30018	0x231C308	0x8000000	special_validation_sentinel		
30020	0x231C310	0x856	small_key (fmt<<8|minor)	0x8	0x56
30022	0x231C318	0x8000000	special_validation_sentinel		
30024	0x231C320	0x852	small_key (fmt<<8|minor)	0x8	0x52
30026	0x231C328	0x8000000	special_validation_sentinel		
30028	0x231C330	0x252	small_key (fmt<<8|minor)	0x2	0x52
30030	0x231C338	0x8000000	special_validation_sentinel		
30032	0x231C340	0xE2A	small_key (fmt<<8|minor)	0xE	0x2A
30034	0x231C348	0x8000000	special_validation_sentinel		
30036	0x231C350	0xC0C	small_key (fmt<<8|minor)	0xC	0xC
30038	0x231C358	0x8000000	special_validation_sentinel		
30040	0x231C360	0x28C	small_key (fmt<<8|minor)	0x2	0x8C
30042	0x231C368	0x8000000	special_validation_sentinel		
30044	0x231C370	0x88C	small_key (fmt<<8|minor)	0x8	0x8C
30046	0x231C378	0x8000000	special_validation_sentinel		
30048	0x231C380	0x853	small_key (fmt<<8|minor)	0x8	0x53
30050	0x231C388	0x8000000	special_validation_sentinel		
30052	0x231C390	0x253	small_key (fmt<<8|minor)	0x2	0x53
30054	0x231C398	0x8000000	special_validation_sentinel		
30056	0x231C3A0	0xC19	small_key (fmt<<8|minor)	0xC	0x19
30058	0x231C3A8	0x8000000	special_validation_sentinel		
30060	0x231C3B0	0xE19	small_key (fmt<<8|minor)	0xE	0x19
30062	0x231C3B8	0x8000000	special_validation_sentinel		
30064	0x231C3C0	0xC07	small_key (fmt<<8|minor)	0xC	0x7
30066	0x231C3C8	0x8000000	special_validation_sentinel		
30068	0x231C3D0	0xE07	small_key (fmt<<8|minor)	0xE	0x7
30070	0x231C3D8	0x8000000	special_validation_sentinel		
30072	0x231C3E0	0x287	small_key (fmt<<8|minor)	0x2	0x87
30074	0x231C3E8	0x8000000	special_validation_sentinel		
30076	0x231C3F0	0x887	small_key (fmt<<8|minor)	0x8	0x87
30078	0x231C3F8	0x8000000	special_validation_sentinel		
30080	0x231C400	0xC87	small_key (fmt<<8|minor)	0xC	0x87
30082	0x231C408	0x8000000	special_validation_sentinel		
30084	0x231C410	0x487	small_key (fmt<<8|minor)	0x4	0x87
30086	0x231C418	0x8000000	special_validation_sentinel		
30088	0x231C420	0x851	small_key (fmt<<8|minor)	0x8	0x51
30090	0x231C428	0x8000000	special_validation_sentinel		
30092	0x231C430	0x251	small_key (fmt<<8|minor)	0x2	0x51
30094	0x231C438	0x8000000	special_validation_sentinel		
30096	0x231C440	0xF9F	small_key (fmt<<8|minor)	0xF	0x9F
30098	0x231C448	0x8000000	special_validation_sentinel		
30100	0x231C450	0xF9D	small_key (fmt<<8|minor)	0xF	0x9D
30102	0x231C458	0x8000000	special_validation_sentinel		
30104	0x231C460	0xF9B	small_key (fmt<<8|minor)	0xF	0x9B
30106	0x231C468	0x8000000	special_validation_sentinel		
30108	0x231C470	0xF60	small_key (fmt<<8|minor)	0xF	0x60
30110	0x231C478	0x8000000	special_validation_sentinel		
30112	0x231C480	0xF6C	small_key (fmt<<8|minor)	0xF	0x6C
30114	0x231C488	0x8000000	special_validation_sentinel		
30116	0x231C490	0xF66	small_key (fmt<<8|minor)	0xF	0x66
30118	0x231C498	0x8000000	special_validation_sentinel		
30120	0x231C4A0	0xF63	small_key (fmt<<8|minor)	0xF	0x63
30122	0x231C4A8	0x8000000	special_validation_sentinel		
30124	0x231C4B0	0xF6F	small_key (fmt<<8|minor)	0xF	0x6F
30126	0x231C4B8	0x8000000	special_validation_sentinel		
30128	0x231C4C0	0x9B0	small_key (fmt<<8|minor)	0x9	0xB0
30130	0x231C4C8	0x8000000	special_validation_sentinel		
30132	0x231C4D0	0x98A	small_key (fmt<<8|minor)	0x9	0x8A
30134	0x231C4D8	0x8000000	special_validation_sentinel		
30136	0x231C4E0	0xF8A	small_key (fmt<<8|minor)	0xF	0x8A
30138	0x231C4E8	0x8000000	special_validation_sentinel		
30140	0x231C4F0	0x9A2	small_key (fmt<<8|minor)	0x9	0xA2
30142	0x231C4F8	0x8000000	special_validation_sentinel		
30144	0x231C500	0x98C	small_key (fmt<<8|minor)	0x9	0x8C
30146	0x231C508	0x8000000	special_validation_sentinel		
30148	0x231C510	0xF8C	small_key (fmt<<8|minor)	0xF	0x8C
30150	0x231C518	0x8000000	special_validation_sentinel		
30152	0x231C520	0x740	small_key (fmt<<8|minor)	0x7	0x40
30154	0x231C528	0x8000000	special_validation_sentinel		
30156	0x231C530	0xC2C	small_key (fmt<<8|minor)	0xC	0x2C
30158	0x231C538	0x8000000	special_validation_sentinel		
30160	0x231C540	0xE2C	small_key (fmt<<8|minor)	0xE	0x2C
30162	0x231C548	0x8000000	special_validation_sentinel		
30164	0x231C550	0xD04	small_key (fmt<<8|minor)	0xD	0x4
30166	0x231C558	0x8000000	special_validation_sentinel		
30168	0x231C560	0xD10	small_key (fmt<<8|minor)	0xD	0x10
30170	0x231C568	0x8000000	special_validation_sentinel		
30172	0x231C570	0xC09	small_key (fmt<<8|minor)	0xC	0x9
30174	0x231C578	0x8000000	special_validation_sentinel		
30176	0x231C580	0xD73	small_key (fmt<<8|minor)	0xD	0x73
30178	0x231C588	0x8000000	special_validation_sentinel		
30180	0x231C590	0xF73	small_key (fmt<<8|minor)	0xF	0x73
30182	0x231C598	0x8000000	special_validation_sentinel		
30184	0x231C5A0	0xF74	small_key (fmt<<8|minor)	0xF	0x74
30186	0x231C5A8	0x8000000	special_validation_sentinel		
30188	0x231C5B0	0xE30	small_key (fmt<<8|minor)	0xE	0x30
30190	0x231C5B8	0x8000000	special_validation_sentinel		
30192	0x231C5C0	0xC40	small_key (fmt<<8|minor)	0xC	0x40
30194	0x231C5C8	0x8000000	special_validation_sentinel		
30196	0x231C5D0	0xC39	small_key (fmt<<8|minor)	0xC	0x39
30198	0x231C5D8	0x8000000	special_validation_sentinel		
30200	0x231C5E0	0xC26	small_key (fmt<<8|minor)	0xC	0x26
30202	0x231C5E8	0x8000000	special_validation_sentinel		
30204	0x231C5F0	0x3AC	small_key (fmt<<8|minor)	0x3	0xAC
30206	0x231C5F8	0x8000000	special_validation_sentinel		
30208	0x231C600	0x5AC	small_key (fmt<<8|minor)	0x5	0xAC
30210	0x231C608	0x8000000	special_validation_sentinel		
30212	0x231C610	0x9AC	small_key (fmt<<8|minor)	0x9	0xAC
30214	0x231C618	0x8000000	special_validation_sentinel		
30216	0x231C620	0xBAC	small_key (fmt<<8|minor)	0xB	0xAC
30218	0x231C628	0x8000000	special_validation_sentinel		
30220	0x231C630	0x9A4	small_key (fmt<<8|minor)	0x9	0xA4
30222	0x231C638	0x8000000	special_validation_sentinel		
30224	0x231C640	0x9A5	small_key (fmt<<8|minor)	0x9	0xA5
30226	0x231C648	0x8000000	special_validation_sentinel		
30228	0x231C650	0xF54	small_key (fmt<<8|minor)	0xF	0x54
30230	0x231C658	0x8000000	special_validation_sentinel		
30232	0x231C660	0xD5A	small_key (fmt<<8|minor)	0xD	0x5A
30234	0x231C668	0x8000000	special_validation_sentinel		
30236	0x231C670	0xC03	small_key (fmt<<8|minor)	0xC	0x3
30238	0x231C678	0x8000000	special_validation_sentinel		
30240	0x231C680	0x9AA	small_key (fmt<<8|minor)	0x9	0xAA
30242	0x231C688	0x8000000	special_validation_sentinel		
30244	0x231C690	0xC04	small_key (fmt<<8|minor)	0xC	0x4
30246	0x231C698	0x8000000	special_validation_sentinel		
30248	0x231C6A0	0x98E	small_key (fmt<<8|minor)	0x9	0x8E
30250	0x231C6A8	0x8000000	special_validation_sentinel		
30252	0x231C6B0	0x9A6	small_key (fmt<<8|minor)	0x9	0xA6
30254	0x231C6B8	0x8000000	special_validation_sentinel		
30256	0x231C6C0	0x97F	small_key (fmt<<8|minor)	0x9	0x7F
30258	0x231C6C8	0x8000000	special_validation_sentinel		
30260	0x231C6D0	0x844	small_key (fmt<<8|minor)	0x8	0x44
30262	0x231C6D8	0x8000000	special_validation_sentinel		
30264	0x231C6E0	0xF93	small_key (fmt<<8|minor)	0xF	0x93
30266	0x231C6E8	0x8000000	special_validation_sentinel		
30268	0x231C6F0	0xF94	small_key (fmt<<8|minor)	0xF	0x94
30270	0x231C6F8	0x8000000	special_validation_sentinel		
30272	0x231C700	0xF95	small_key (fmt<<8|minor)	0xF	0x95
30274	0x231C708	0x8000000	special_validation_sentinel		
30276	0x231C710	0xF96	small_key (fmt<<8|minor)	0xF	0x96
30278	0x231C718	0x8000000	special_validation_sentinel		
30280	0x231C720	0xFB3	small_key (fmt<<8|minor)	0xF	0xB3
30282	0x231C728	0x8000000	special_validation_sentinel		
30284	0x231C730	0xDB3	small_key (fmt<<8|minor)	0xD	0xB3
30286	0x231C738	0x8000000	special_validation_sentinel		
30288	0x231C740	0xFA0	small_key (fmt<<8|minor)	0xF	0xA0
30290	0x231C748	0x8000000	special_validation_sentinel		
30292	0x231C750	0xF9E	small_key (fmt<<8|minor)	0xF	0x9E
30294	0x231C758	0x8000000	special_validation_sentinel		
30296	0x231C760	0xF9C	small_key (fmt<<8|minor)	0xF	0x9C
30298	0x231C768	0x8000000	special_validation_sentinel		
30300	0x231C770	0xD61	small_key (fmt<<8|minor)	0xD	0x61
30302	0x231C778	0x8000000	special_validation_sentinel		
30304	0x231C780	0xD67	small_key (fmt<<8|minor)	0xD	0x67
30306	0x231C788	0x8000000	special_validation_sentinel		
30308	0x231C790	0xF67	small_key (fmt<<8|minor)	0xF	0x67
30310	0x231C798	0x8000000	special_validation_sentinel		
30312	0x231C7A0	0xD64	small_key (fmt<<8|minor)	0xD	0x64
30314	0x231C7A8	0x8000000	special_validation_sentinel		
30316	0x231C7B0	0xF64	small_key (fmt<<8|minor)	0xF	0x64
30318	0x231C7B8	0x8000000	special_validation_sentinel		
30320	0x231C7C0	0xF6A	small_key (fmt<<8|minor)	0xF	0x6A
30322	0x231C7C8	0x8000000	special_validation_sentinel		
30324	0x231C7D0	0xF69	small_key (fmt<<8|minor)	0xF	0x69
30326	0x231C7D8	0x8000000	special_validation_sentinel		
30328	0x231C7E0	0xD6D	small_key (fmt<<8|minor)	0xD	0x6D
30330	0x231C7E8	0x8000000	special_validation_sentinel		
30332	0x231C7F0	0xF6D	small_key (fmt<<8|minor)	0xF	0x6D
30334	0x231C7F8	0x8000000	special_validation_sentinel		
30336	0x231C800	0xF70	small_key (fmt<<8|minor)	0xF	0x70
30338	0x231C808	0x8000000	special_validation_sentinel		
30340	0x231C810	0x3CA	small_key (fmt<<8|minor)	0x3	0xCA
30342	0x231C818	0x8000000	special_validation_sentinel		
30344	0x231C820	0x3CE	small_key (fmt<<8|minor)	0x3	0xCE
